Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,YearBuilt,RoofStyle,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,G6ivArea,Fireplaces,GarageType,GarageCars,GarageArea,SaleCondition,SalePrice
256,60,6,66,8738,2,1,1999,2,302,0,0,975,975,1005,1286,0,2291,1,4,2,429,1,230000
257,60,3,64,8791,2,1,2003,2,0,503,0,361,864,864,864,0,1728,0,2,2,673,1,207500
258,20,6,68,8814,1,1,2006,2,180,1334,0,270,1604,1604,0,0,1604,1,2,2,660,2,220000
259,60,6,80,12435,1,1,2001,2,172,361,0,602,963,963,829,0,1792,1,2,2,564,1,231500
260,20,8,70,12702,1,1,1956,2,0,0,0,0,0,882,0,0,882,0,6,1,308,5,97000
261,80,6,120,19296,1,2,1962,2,399,672,690,0,1362,1382,0,0,1382,1,2,2,884,1,176000
262,60,6,69,9588,2,1,2007,2,270,0,0,1482,1482,1482,1092,0,2574,1,4,3,868,6,276000
263,80,6,88,8471,2,2,1977,2,46,506,0,0,506,1212,0,0,1212,1,2,2,492,1,151000
264,50,8,50,5500,1,2,1929,2,0,234,692,0,926,926,0,390,1316,0,6,2,484,5,130000
265,30,8,30,5232,4,1,1925,2,0,0,0,680,680,764,0,0,764,0,6,2,504,5,73000
266,20,6,78,12090,2,1,1981,2,210,588,228,606,1422,1422,0,0,1422,1,2,2,576,1,175500
267,60,6,70,11207,2,4,1997,2,0,714,0,88,802,802,709,0,1511,1,2,2,413,1,185000
268,75,6,60,8400,1,1,1939,2,0,378,0,342,720,1052,720,420,2192,1,6,1,240,1,179500
269,30,8,71,6900,1,1,1940,2,0,403,125,212,740,778,0,0,778,1,6,1,924,5,120500
270,20,6,21,7917,2,2,1976,4,174,751,0,392,1143,1113,0,0,1113,1,2,1,504,1,148000
271,60,3,84,10728,1,1,2006,2,0,0,0,1095,1095,1095,844,0,1939,1,2,3,1053,6,266000
272,20,6,73,39104,2,3,1954,1,0,226,1063,96,1385,1363,0,0,1363,2,2,2,439,1,241500
273,60,6,92,11764,2,3,1999,2,348,524,0,628,1152,1164,1106,0,2270,1,2,3,671,1,290000
274,20,6,80,9600,1,1,1958,4,183,620,620,0,1240,1632,0,0,1632,1,2,1,338,1,139000
275,20,6,76,8314,1,2,1982,2,0,546,0,270,816,816,0,0,816,0,2,1,264,1,124500
276,50,6,55,7264,1,1,1925,2,0,0,0,952,952,952,596,0,1548,0,6,2,672,1,205000
277,20,6,129,9196,2,1,2003,2,0,0,0,1560,1560,1560,0,0,1560,0,2,2,573,1,201000
278,20,6,140,19138,1,2,1951,2,0,120,0,744,864,864,0,0,864,0,6,2,400,1,141000
279,20,6,107,14450,1,1,2006,2,315,0,0,2121,2121,2121,0,0,2121,1,2,3,732,6,415298
280,60,6,83,10005,1,1,1977,4,299,392,0,768,1160,1156,866,0,2022,1,2,2,505,1,192000
281,60,6,82,11287,1,1,1989,2,340,421,0,386,807,1175,807,0,1982,1,2,2,575,1,228500
282,20,3,60,7200,1,1,2006,2,68,905,0,357,1262,1262,0,0,1262,0,2,2,572,6,185000
283,120,6,34,5063,1,1,2007,2,166,904,0,410,1314,1314,0,0,1314,1,2,2,626,1,207500
284,20,6,74,9612,1,1,2008,2,72,0,0,1468,1468,1468,0,0,1468,1,2,3,898,6,244600
285,120,6,50,8012,1,1,1992,2,0,430,0,1145,1575,1575,0,0,1575,0,2,2,529,1,179200
286,160,3,35,4251,2,1,2006,2,0,0,0,625,625,625,625,0,1250,0,6,2,528,6,164700
287,50,6,77,9786,2,1,1962,2,0,600,0,312,912,1085,649,0,1734,1,2,2,440,1,159000
288,20,6,21,8125,2,2,1971,2,0,614,0,244,858,858,0,0,858,0,7,0,0,1,88000
289,20,6,21,9819,2,1,1967,2,31,450,0,432,882,900,0,0,900,0,6,1,280,1,122000
290,70,6,60,8730,1,1,1915,2,0,0,0,698,698,698,698,0,1396,0,6,1,384,1,153575
291,60,6,120,15611,1,1,2006,2,0,0,0,1079,1079,1079,840,0,1919,1,2,2,685,6,233230
292,190,6,55,5687,1,1,1912,2,0,210,0,570,780,936,780,0,1716,0,7,0,0,1,135900
293,50,6,60,11409,1,1,1949,2,0,292,0,476,768,1148,568,0,1716,1,2,1,281,1,131000
294,60,6,21,16659,2,2,1977,2,34,795,0,0,795,1468,795,0,2263,1,2,2,539,1,235000
295,20,6,80,9600,1,1,1953,4,238,1285,0,131,1416,1644,0,0,1644,2,2,2,418,1,167000
296,80,6,37,7937,2,3,1984,2,0,819,0,184,1003,1003,0,0,1003,0,6,2,588,1,142500
297,50,8,75,13710,1,1,1950,2,0,420,0,490,910,910,648,0,1558,0,2,1,282,5,152000
298,60,3,66,7399,2,1,1997,4,1600,649,0,326,975,975,975,0,1950,1,6,2,576,1,239000
299,60,6,90,11700,1,1,1968,5,365,384,175,143,702,1041,702,0,1743,1,2,2,539,1,175000
300,20,6,80,14000,1,1,1950,2,0,0,0,1092,1092,1152,0,0,1152,1,2,1,300,5,158500
301,190,6,90,15750,1,2,1953,4,56,841,0,324,1165,1336,0,0,1336,2,2,1,375,1,157000
302,60,6,66,16226,4,1,1998,2,0,281,0,747,1028,1210,1242,0,2452,1,4,2,683,1,267000
303,20,6,118,13704,2,2,2001,2,150,0,0,1541,1541,1541,0,0,1541,1,2,3,843,1,205000
304,20,6,70,9800,1,2,1972,2,0,894,0,0,894,894,0,0,894,0,2,2,552,2,149900
305,75,8,87,18386,1,1,1880,2,0,0,0,1470,1470,1675,1818,0,3493,1,2,3,870,5,295000
306,20,6,80,10386,1,1,2004,2,246,1464,0,536,2000,2000,0,0,2000,0,2,3,888,1,305900
307,60,6,116,13474,1,1,1990,2,246,700,0,0,700,1122,1121,0,2243,1,2,3,746,1,225000
308,50,8,21,7920,2,1,1920,2,0,0,0,319,319,1035,371,0,1406,0,7,0,0,5,89500
309,30,6,21,12342,2,1,1940,2,0,262,0,599,861,861,0,0,861,0,6,2,539,1,82500
310,20,6,90,12378,2,1,2003,2,0,1274,0,622,1896,1944,0,0,1944,3,2,3,708,1,360000
311,60,6,21,7685,2,1,1993,2,112,518,0,179,697,697,804,0,1501,1,2,2,420,1,165600
312,20,6,50,8000,1,1,1948,2,0,680,0,292,972,972,0,0,972,1,6,1,240,1,132000
313,190,8,65,7800,1,1,1939,2,0,507,0,286,793,793,325,0,1118,1,6,2,410,5,119900
314,20,6,150,215245,4,1,1965,4,0,1236,820,80,2136,2036,0,0,2036,2,2,2,513,1,375000
315,70,8,60,9600,1,1,1925,2,0,16,0,712,728,832,809,0,1641,1,6,2,546,5,178000
316,60,6,71,7795,2,1,2004,2,0,425,0,291,716,716,716,0,1432,1,2,2,432,1,188500
317,60,6,94,13005,2,2,1980,2,278,692,0,153,845,1153,1200,0,2353,1,2,2,484,1,260000
318,60,3,75,9000,1,1,2006,2,0,0,0,1088,1088,1088,871,0,1959,1,2,3,1025,1,270000
319,60,6,90,9900,1,1,1993,2,256,987,0,360,1347,1372,1274,0,2646,1,2,3,656,1,260000
320,80,6,21,14115,1,1,1980,2,225,1036,0,336,1372,1472,0,0,1472,2,2,2,588,1,187500
321,60,6,111,16259,1,2,2006,2,370,0,0,1249,1249,1249,1347,0,2596,0,2,3,840,6,342643
322,60,6,99,12099,2,1,2004,2,388,970,0,166,1136,1136,1332,0,2468,1,4,3,872,1,354000
323,60,6,86,10380,2,1,1986,2,172,28,1474,0,1502,1553,1177,0,2730,1,2,2,576,1,301000
324,20,8,49,5820,1,1,1955,2,0,256,0,906,1162,1163,0,0,1163,0,2,1,220,5,126175
325,80,6,96,11275,1,2,1967,5,300,0,0,710,710,1898,1080,0,2978,1,4,2,564,1,242000
326,45,8,50,5000,1,1,1941,2,0,116,0,604,720,803,0,0,803,0,6,2,360,5,87000
327,120,6,32,10846,2,3,1993,2,0,1619,0,100,1719,1719,0,0,1719,2,2,2,473,1,324000
328,20,6,80,11600,1,1,1960,4,175,565,0,818,1383,1383,0,0,1383,0,2,1,292,1,145250
329,75,6,21,11888,2,1,1916,2,0,0,0,844,844,1445,689,0,2134,0,6,2,441,1,214500
330,70,8,60,6402,1,2,1920,2,0,0,0,596,596,596,596,0,1192,0,6,1,189,5,78000
331,90,6,21,10624,2,1,1964,2,84,40,264,1424,1728,1728,0,0,1728,0,6,1,352,1,119000
332,20,6,70,8176,1,1,1958,2,0,846,0,210,1056,1056,0,0,1056,0,2,1,308,1,139000
333,20,6,85,10655,2,1,2003,2,296,1124,479,1603,3206,1629,0,0,1629,1,2,3,880,1,284000
334,120,8,59,8198,1,5,2004,2,146,720,0,638,1358,1358,0,0,1358,1,2,2,484,5,207000
335,60,6,59,9042,2,1,1998,2,0,828,0,115,943,943,695,0,1638,2,2,2,472,1,192000
336,190,6,21,164660,2,2,1965,2,0,1249,147,103,1499,1619,167,0,1786,2,2,2,529,1,228950
337,20,6,86,14157,2,2,2005,4,200,1249,0,673,1922,1922,0,0,1922,1,2,3,676,1,377426
338,20,6,70,9135,1,1,2002,2,113,810,0,726,1536,1536,0,0,1536,0,2,2,532,1,214000
339,20,6,91,14145,1,2,1984,2,0,213,0,995,1208,1621,0,0,1621,0,2,2,440,1,202500
340,20,6,66,12400,2,1,1958,4,176,585,0,630,1215,1215,0,0,1215,0,2,1,297,1,155000
341,60,6,85,14191,1,1,2002,2,0,0,0,967,967,993,915,0,1908,0,2,2,431,1,202900
342,20,5,60,8400,1,1,1950,2,0,0,0,721,721,841,0,0,841,0,5,1,294,1,82000
343,90,6,21,8544,1,1,1949,2,340,0,0,0,0,1040,0,0,1040,0,6,2,400,1,87500
344,120,6,63,8849,2,1,2005,4,616,28,0,1656,1684,1684,0,0,1684,1,2,2,564,1,266000
345,160,8,36,2592,1,1,1976,2,0,129,232,175,536,536,576,0,1112,0,2,1,336,5,85000
346,50,6,65,6435,1,1,1939,2,0,0,0,972,972,972,605,0,1577,1,6,1,312,1,140200
347,20,6,21,12772,2,3,1960,4,0,498,0,460,958,958,0,0,958,0,2,1,301,1,151500
348,20,6,21,17600,2,1,1960,2,30,1270,0,208,1478,1478,0,0,1478,2,2,2,498,1,157500
349,160,6,36,2448,1,1,2003,2,106,573,0,191,764,764,862,0,1626,0,4,2,474,1,154000
350,60,6,56,20431,3,1,2005,4,870,1410,0,438,1848,1848,880,0,2728,2,2,3,706,6,437154
351,120,6,68,7820,2,1,2007,4,362,0,0,1869,1869,1869,0,0,1869,1,2,2,617,6,318061
352,120,6,21,5271,2,1,1986,2,0,1082,0,371,1453,1453,0,0,1453,1,2,2,445,2,190000
353,50,6,60,9084,1,1,1941,2,0,236,380,0,616,616,495,0,1111,0,6,1,200,1,95000
354,30,8,60,8520,1,1,1928,2,0,0,0,624,624,720,0,0,720,0,6,2,484,5,105900
355,50,6,60,8400,1,1,1940,2,0,388,0,552,940,1192,403,0,1595,2,2,1,240,1,140000
356,20,6,105,11249,3,1,1995,2,0,334,544,322,1200,1200,0,0,1200,0,2,2,521,1,177500
357,20,6,21,9248,2,1,1992,2,106,560,0,598,1158,1167,0,0,1167,0,2,2,400,1,173000
358,120,8,44,4224,1,1,1976,2,0,874,0,268,1142,1142,0,0,1142,1,2,2,528,5,134000
359,80,6,92,6930,2,1,1958,4,120,300,294,468,1062,1352,0,0,1352,0,4,1,288,2,130000
360,60,6,78,12011,2,3,1998,2,530,956,0,130,1086,1086,838,0,1924,1,2,2,592,1,280000
361,85,6,21,7540,2,3,1978,2,0,773,0,115,888,912,0,0,912,1,2,2,470,1,156000
362,50,6,21,9144,1,1,1940,2,0,399,0,484,883,988,517,0,1505,0,6,1,240,1,145000
363,85,6,64,7301,1,2,2003,2,500,0,0,0,0,495,1427,0,1922,1,4,2,672,1,198500
364,160,8,21,1680,1,1,1972,2,510,162,0,321,483,483,504,0,987,0,6,1,264,5,118000
365,60,6,21,18800,2,4,1976,2,120,712,0,84,796,790,784,0,1574,1,2,2,566,1,190000
366,70,8,59,10690,1,1,1920,4,0,456,0,216,672,672,672,0,1344,0,6,1,468,5,147000
367,20,6,21,9500,2,1,1963,2,247,609,0,785,1394,1394,0,0,1394,2,2,2,514,1,159000
368,80,6,101,9150,2,2,1962,2,305,371,0,728,1099,1431,0,0,1431,1,3,1,296,1,165000
369,20,6,78,7800,1,1,1954,2,200,540,0,728,1268,1268,0,0,1268,1,2,1,244,1,132000
370,20,6,21,9830,2,2,1959,2,0,72,258,733,1063,1287,0,0,1287,1,6,2,576,1,162000
371,60,6,21,8121,2,1,2000,2,0,0,0,953,953,953,711,0,1664,1,2,2,460,1,172400
372,50,6,80,17120,1,1,1959,2,0,0,0,0,0,1120,468,0,1588,1,6,2,680,1,134432
373,120,6,50,7175,1,1,1984,2,0,623,121,0,744,752,0,0,752,0,2,1,264,1,125000
374,20,6,79,10634,1,1,1953,2,0,428,180,0,608,1319,0,0,1319,0,2,1,270,1,123000
375,60,6,65,8200,1,1,2003,2,0,0,0,847,847,847,1081,0,1928,1,4,2,434,1,219500
376,30,6,21,10020,2,1,1922,2,0,350,0,333,683,904,0,0,904,0,7,0,0,1,61000
377,85,6,57,8846,2,3,1996,2,0,298,0,572,870,914,0,0,914,0,6,2,576,1,148000
378,60,3,102,11143,2,2,2004,2,0,0,0,1580,1580,1580,886,0,2466,1,2,2,610,1,340000
379,20,6,88,11394,1,2,2010,4,350,1445,0,411,1856,1856,0,0,1856,1,2,3,834,6,394432
380,60,6,60,8123,2,1,2000,2,16,0,0,982,982,1007,793,0,1800,1,2,2,463,1,179000
381,50,6,50,5000,1,1,1924,2,0,218,0,808,1026,1026,665,0,1691,1,6,1,308,1,127000
382,20,3,60,7200,1,1,2006,2,0,0,0,1293,1293,1301,0,0,1301,1,2,2,572,6,187750
383,60,6,79,9245,2,1,2006,2,0,0,0,939,939,939,858,0,1797,0,2,2,639,1,213500
384,45,5,60,9000,1,2,1928,2,0,0,0,784,784,784,0,0,784,0,6,2,360,1,76000
385,60,6,21,53107,3,2,1992,2,0,985,0,595,1580,1079,874,0,1953,2,2,2,501,1,240000
386,120,6,43,3182,1,1,2004,2,16,24,0,1232,1256,1269,0,0,1269,1,2,2,430,1,192000
387,50,6,58,8410,1,4,1910,3,0,0,0,658,658,658,526,0,1184,0,7,0,0,3,81000
388,80,6,72,7200,1,1,1976,4,255,631,0,410,1041,1125,0,0,1125,1,6,1,352,2,125000
389,20,6,93,9382,2,3,1999,2,125,0,0,1468,1468,1479,0,0,1479,0,2,2,577,1,191000
390,60,6,96,12474,1,1,2007,2,272,1280,0,402,1682,1742,590,0,2332,1,4,3,846,6,426000
391,50,6,50,8405,1,1,1900,2,0,241,391,229,861,961,406,0,1367,0,6,1,384,1,119000
392,60,6,71,12209,2,3,2001,2,0,690,0,114,804,804,1157,0,1961,1,4,2,560,1,215000
393,20,6,21,8339,2,1,1959,2,0,0,0,0,0,882,0,0,882,0,2,1,294,1,106500
394,30,6,21,7446,1,2,1941,2,0,266,0,522,788,788,0,0,788,2,7,0,0,2,100000
395,50,6,60,10134,1,1,1940,2,0,0,0,735,735,735,299,0,1034,0,6,1,240,1,109000
396,20,6,68,9571,1,1,1956,2,0,739,0,405,1144,1144,0,0,1144,0,2,1,596,1,129000
397,20,6,60,7200,1,1,1972,4,0,777,0,117,894,894,0,0,894,0,6,2,600,1,123000
398,60,6,69,7590,1,1,1962,2,288,540,0,324,864,876,936,0,1812,1,2,1,264,1,169500
399,30,8,60,8967,1,2,1920,2,0,0,0,961,961,1077,0,0,1077,0,6,1,338,1,67000
400,60,3,65,8125,1,1,2006,2,100,812,0,280,1092,1112,438,0,1550,0,2,2,438,1,241000
401,120,6,38,14963,3,1,1996,2,0,786,0,474,1260,1288,0,0,1288,2,2,2,500,1,245500
402,20,6,65,8767,2,1,2005,2,0,24,0,1286,1310,1310,0,0,1310,1,2,2,400,6,164990
403,30,6,60,10200,1,1,1940,2,0,0,0,672,672,672,0,0,672,0,6,1,240,1,108000
404,60,6,93,12090,1,2,1998,4,650,0,0,1141,1141,1165,1098,0,2263,1,4,2,420,2,258000
405,60,6,21,10364,2,1,1995,2,0,0,0,806,806,806,766,0,1572,1,4,2,373,1,168000
406,20,6,21,9991,2,2,1976,2,0,1116,0,165,1281,1620,0,0,1620,1,2,2,490,1,150000
407,50,6,51,10480,1,1,1936,2,0,0,0,1064,1064,1166,0,473,1639,0,6,1,240,1,115000
408,70,6,63,15576,1,1,1915,2,0,0,0,840,840,840,840,0,1680,0,2,1,308,1,177000
409,60,6,109,14154,1,2,2006,2,350,0,0,1063,1063,1071,1101,0,2172,1,2,3,947,6,280000
410,60,3,85,10800,1,1,2007,2,100,789,0,245,1034,1050,1028,0,2078,1,2,3,836,6,339750
411,20,6,68,9571,1,1,1958,2,0,0,0,1276,1276,1276,0,0,1276,0,2,1,350,2,60000
412,190,6,100,34650,1,1,1955,4,0,1056,0,0,1056,1056,0,0,1056,0,2,2,572,1,145000
413,20,3,21,4403,3,1,2009,2,432,578,0,892,1470,1478,0,0,1478,1,2,2,484,6,222000
414,30,8,56,8960,1,1,1927,2,0,0,0,1008,1008,1028,0,0,1028,1,6,2,360,5,115000
415,60,6,59,11228,3,3,1993,2,0,50,531,499,1080,1080,1017,0,2097,1,2,3,678,1,228000
416,20,6,73,8899,2,1,2007,2,0,24,0,1316,1340,1340,0,0,1340,0,2,2,396,6,181134
417,60,6,74,7844,1,1,1978,4,203,209,0,463,672,672,728,0,1400,1,2,2,440,1,149500
418,70,6,86,22420,2,1,1918,4,0,1128,0,242,1370,1370,1254,0,2624,1,6,3,864,1,239000
419,50,6,60,8160,1,1,1940,2,0,312,0,444,756,756,378,0,1134,0,6,1,240,3,126000
420,20,6,65,8450,1,1,1968,2,0,775,0,281,1056,1056,0,0,1056,1,2,1,304,1,142000
421,90,8,78,7060,1,1,1997,2,200,1309,0,35,1344,1344,0,0,1344,0,2,4,784,4,206300
422,20,6,21,16635,2,4,1977,2,126,1246,0,356,1602,1602,0,0,1602,1,2,2,529,1,215000
423,20,6,100,21750,1,1,1954,4,0,0,0,988,988,988,0,0,988,0,2,2,520,1,113000
424,60,6,80,9200,1,1,1998,2,473,986,0,484,1470,1470,1160,0,2630,1,2,3,696,1,315000
425,20,6,72,9000,1,1,1956,2,74,616,0,580,1196,1196,0,0,1196,1,2,1,297,1,139000
426,60,8,60,3378,1,1,1946,2,0,0,0,651,651,707,682,0,1389,2,6,1,240,5,135000
427,80,6,21,12800,1,1,1989,2,145,1518,0,0,1518,1644,0,0,1644,1,2,2,569,1,275000
428,20,6,77,8593,2,1,1957,4,0,288,0,619,907,907,0,0,907,0,6,1,352,1,109008
429,20,6,64,6762,1,1,2007,2,108,664,0,544,1208,1208,0,0,1208,0,2,2,628,6,195400
430,20,6,130,11457,2,2,1988,2,0,1005,0,387,1392,1412,0,0,1412,1,2,2,576,1,175000
431,160,8,21,1680,1,1,1971,2,232,387,0,96,483,483,504,0,987,0,6,1,264,1,85400
432,50,8,60,5586,2,1,1920,2,0,0,0,901,901,1088,110,0,1198,0,7,0,0,1,79900
433,160,8,24,1920,1,1,1971,2,376,471,0,294,765,765,600,0,1365,0,6,2,440,5,122500
434,60,6,100,10839,2,2,1997,2,0,0,0,926,926,926,678,0,1604,1,2,2,470,1,181000
435,180,8,21,1890,1,1,1972,2,0,495,0,135,630,630,0,0,630,0,7,0,0,5,81000
436,60,6,43,10667,3,3,1996,2,0,385,344,70,799,827,834,0,1661,1,2,2,550,1,212000
437,50,8,40,4400,1,1,1920,2,0,0,0,648,648,734,384,0,1118,0,6,2,440,5,116000
438,45,8,50,6000,1,1,1926,2,0,0,0,884,884,904,0,0,904,0,6,1,180,5,119000
439,30,6,40,4280,1,1,1913,2,0,365,0,75,440,694,0,0,694,1,6,1,352,1,90350
440,50,6,67,12354,1,2,1920,2,0,0,0,684,684,684,512,0,1196,0,6,2,528,1,110000
441,20,6,105,15431,1,1,2008,4,200,1767,539,788,3094,2402,0,0,2402,2,2,3,672,1,555000
442,90,6,92,12108,1,1,1955,2,270,133,0,1307,1440,1440,0,0,1440,0,7,0,0,1,118000
443,50,8,52,6240,1,1,1930,2,0,0,0,1078,1078,1128,445,0,1573,1,6,2,360,5,162900
444,120,6,53,3922,1,1,2006,2,72,0,0,1258,1258,1258,0,0,1258,1,2,3,648,6,172500
445,60,6,70,8750,1,1,1994,2,0,642,0,273,915,933,975,0,1908,1,2,2,493,1,210000
446,20,6,73,9855,1,2,1956,4,0,0,0,1436,1436,1689,0,0,1689,1,2,2,480,1,127500
447,20,6,137,16492,2,2,1966,2,0,247,713,557,1517,1888,0,0,1888,1,2,2,578,1,190000
448,60,6,21,11214,2,2,1998,2,0,0,0,930,930,956,930,0,1886,1,2,2,431,1,199900
449,50,8,50,8600,1,1,1937,2,0,0,0,780,780,780,596,0,1376,1,6,1,198,5,119500
450,50,8,50,6000,1,1,1948,2,0,331,0,318,649,679,504,0,1183,0,6,1,308,5,120000
451,30,8,70,5684,1,1,1930,4,0,0,0,813,813,813,0,0,813,0,6,1,270,5,110000
452,20,6,62,70761,2,1,1975,2,0,655,0,878,1533,1533,0,0,1533,2,2,2,576,1,280000
453,60,6,21,9303,2,2,1996,4,42,742,0,130,872,888,868,0,1756,0,2,2,422,1,204000
454,60,3,75,9000,1,1,2008,2,0,0,0,768,768,786,804,0,1590,0,2,2,676,1,210000
455,90,6,63,9297,1,1,1976,2,0,1606,0,122,1728,1728,0,0,1728,0,6,2,560,5,188000
456,20,6,80,9600,1,1,1973,4,320,916,0,326,1242,1242,0,0,1242,1,2,2,528,1,175500
457,70,8,34,4571,1,1,1916,2,0,0,0,624,624,624,720,0,1344,0,6,3,513,1,98000
458,20,6,21,53227,2,3,1954,1,0,1116,0,248,1364,1663,0,0,1663,2,2,2,529,1,256000
459,70,8,21,5100,1,1,1925,4,0,0,0,588,588,833,833,0,1666,1,6,1,228,5,161000
460,50,6,21,7015,2,2,1950,2,161,185,0,524,709,979,224,0,1203,1,6,1,352,1,110000
461,60,3,75,8004,2,1,2009,2,110,544,0,288,832,832,1103,0,1935,0,4,2,552,6,263435
462,70,6,60,7200,1,1,1936,2,0,350,210,0,560,575,560,0,1135,0,6,2,576,1,155000
463,20,6,60,8281,2,1,1965,2,0,553,311,0,864,864,0,0,864,1,6,1,360,1,62383
464,70,6,74,11988,2,1,1934,4,0,326,0,389,715,849,811,0,1660,1,6,1,240,1,188700
465,20,6,60,8430,1,1,1978,2,136,616,0,424,1040,1040,0,0,1040,0,7,0,0,1,124000
466,120,8,21,3072,1,1,2004,4,18,0,0,1375,1375,1414,0,0,1414,1,2,2,398,5,178740
467,20,6,85,10628,1,1,1970,1,0,778,0,499,1277,1277,0,0,1277,1,2,2,526,1,167000
468,70,6,79,9480,1,1,1942,2,224,386,0,342,728,888,756,0,1644,2,2,1,312,1,146500
469,20,6,98,11428,2,1,2006,2,248,0,0,1626,1626,1634,0,0,1634,1,2,3,866,1,250000
470,60,6,76,9291,2,2,1993,2,120,426,0,406,832,832,878,0,1710,0,2,2,506,1,187000
471,120,6,21,6820,2,2,1985,2,0,368,1120,0,1488,1502,0,0,1502,0,2,2,528,1,212000
472,60,6,92,11952,1,1,1977,5,0,0,0,808,808,1161,808,0,1969,1,2,2,534,1,190000
473,180,8,35,3675,1,1,2005,2,80,459,0,88,547,1072,0,0,1072,0,3,2,525,5,148000
474,20,6,110,14977,2,1,2006,2,304,1350,0,626,1976,1976,0,0,1976,1,2,3,908,6,440000
475,120,6,41,5330,1,1,2000,2,0,1196,0,298,1494,1652,0,0,1652,0,2,2,499,1,251000
476,20,6,80,8480,1,2,1963,4,0,630,0,340,970,970,0,0,970,0,6,2,624,1,132500
477,20,6,75,13125,1,1,1997,2,215,994,0,484,1478,1493,0,0,1493,1,2,2,508,1,208900
478,60,6,105,13693,1,1,2006,4,772,0,0,2153,2153,2069,574,0,2643,1,4,3,694,1,380000
479,20,6,79,10637,1,1,2007,4,336,1288,0,417,1705,1718,0,0,1718,1,2,3,826,1,297000
480,30,8,50,5925,1,1,1937,4,435,168,0,739,907,1131,0,0,1131,0,6,2,672,4,89471
481,20,6,98,16033,2,4,2004,4,378,1261,0,572,1833,1850,0,0,1850,1,2,3,772,1,326000
482,20,6,72,11846,2,1,2003,4,562,1567,0,225,1792,1792,0,0,1792,1,2,3,874,1,374000
483,70,8,50,2500,1,2,1915,2,0,299,0,611,910,916,910,0,1826,1,2,1,164,5,155000
484,120,8,32,4500,1,4,1998,4,116,897,0,319,1216,1216,0,0,1216,0,2,2,402,5,164000
485,20,6,21,7758,2,2,1962,2,0,588,0,411,999,999,0,0,999,0,6,1,264,1,132500
486,20,6,80,9600,1,1,1950,2,0,607,0,506,1113,1113,0,0,1113,1,2,1,264,1,147000
487,20,6,79,10289,1,1,1965,4,168,836,0,237,1073,1073,0,0,1073,0,2,2,515,1,156000
488,20,6,70,12243,2,1,1971,2,0,998,0,486,1484,1484,0,0,1484,1,2,2,487,1,175000
489,190,6,60,10800,1,2,1900,2,0,664,0,290,954,1766,648,0,2414,1,2,2,520,1,160000
490,180,8,21,1526,1,1,1970,2,0,515,0,115,630,630,0,0,630,0,2,1,286,5,86000
491,160,8,21,2665,1,1,1976,2,0,0,0,264,264,616,688,0,1304,1,4,1,336,5,115000
492,50,6,79,9490,1,1,1941,2,0,403,165,238,806,958,620,0,1578,2,2,1,240,1,133000
493,60,6,105,15578,2,2,2006,2,0,0,0,728,728,728,728,0,1456,0,2,2,429,6,172785
494,20,6,70,7931,1,1,1960,2,0,374,532,363,1269,1269,0,0,1269,1,6,1,308,1,155000
495,30,8,50,5784,1,1,1938,2,0,0,0,190,190,886,0,0,886,0,2,1,273,5,91300
496,30,2,60,7879,1,1,1920,2,0,495,0,225,720,720,0,0,720,0,7,0,0,2,34900
497,20,6,21,12692,2,1,1992,4,0,1231,0,1969,3200,3228,0,0,3228,1,2,2,546,1,430000
498,50,6,60,9120,1,1,1925,2,0,329,0,697,1026,1133,687,0,1820,0,6,1,240,1,184000
499,20,6,65,7800,1,1,1967,4,89,450,0,414,864,899,0,0,899,0,2,1,288,1,130000
500,20,6,70,7535,2,1,1958,2,0,111,279,522,912,912,0,0,912,0,2,1,297,1,120000
501,160,8,21,1890,1,1,1973,2,285,356,0,316,672,672,546,0,1218,0,6,1,264,5,113000
502,60,3,75,9803,1,1,2005,2,0,400,0,466,866,866,902,0,1768,0,2,2,603,1,226700
503,20,6,70,9170,1,2,1965,4,0,698,96,420,1214,1214,0,0,1214,0,6,2,461,1,140000
504,20,6,100,15602,2,1,1959,2,0,1247,0,254,1501,1801,0,0,1801,2,2,2,484,1,289000
505,160,6,24,2308,1,1,1974,2,0,257,495,103,855,855,467,0,1322,1,2,2,440,1,147000
506,90,8,60,7596,1,1,1952,4,360,0,0,960,960,960,1000,0,1960,0,6,2,400,5,124500
507,60,6,80,9554,2,1,1993,2,125,380,0,397,777,1065,846,0,1911,1,2,2,471,1,215000
508,20,3,75,7862,2,1,2009,2,0,27,0,1191,1218,1218,0,0,1218,0,2,2,676,6,208300
509,70,8,60,9600,1,1,1928,3,0,141,0,548,689,689,689,0,1378,1,6,2,360,5,161000
510,20,6,80,9600,1,2,1959,2,132,991,0,50,1041,1041,0,0,1041,0,2,1,270,1,124500
511,20,6,75,14559,1,1,1951,4,70,650,180,178,1008,1363,0,0,1363,2,5,1,288,1,164900
512,120,6,40,6792,2,1,2005,2,94,0,0,1368,1368,1368,0,0,1368,1,2,2,474,6,202665
513,20,6,70,9100,1,2,1958,2,0,521,174,169,864,864,0,0,864,0,6,2,624,1,129900
514,20,6,71,9187,1,2,1983,2,0,336,0,748,1084,1080,0,0,1080,0,2,2,484,1,134000
